name,country,calories,fat,carbs,protein,avg_rating,prep_time,cook_time,total_time,servings,pct_fat,pct_carbs,pct_protein
South African Brown Pudding,South African,302.0,8.0,54.0,5.0,4.0,10,70,80,16.0,0.23841059602649006,0.7152317880794702,0.06622516556291391
Knefla Soup,Scandinavian,549.0,17.0,83.0,17.0,4.5,20,40,60,6.0,0.2786885245901639,0.604735883424408,0.12386156648451731
Poulet au Vinaigre (Chicken with Vinegar),French,448.0,29.0,5.0,37.0,4.9,15,60,75,6.0,0.5825892857142857,0.044642857142857144,0.33035714285714285
Spanish Rice and Shrimp,Spanish,247.0,12.0,14.0,21.0,4.0,25,38,63,4.0,0.43724696356275305,0.22672064777327935,0.340080971659919
Tuscan Butter Shrimp,Italian,540.0,41.0,16.0,23.0,4.7,15,15,30,4.0,0.6833333333333333,0.11851851851851852,0.17037037037037037
Challah Bread,Jewish,165.0,3.0,30.0,4.0,4.7,30,40,220,30.0,0.16363636363636364,0.7272727272727273,0.09696969696969697
Golabki (Stuffed Cabbage Rolls),Polish,404.0,17.0,38.0,25.0,4.4,45,75,135,9.0,0.3787128712871287,0.37623762376237624,0.24752475247524752
South African Melktert (Milk Tart),South African,294.0,9.0,47.0,8.0,4.0,20,50,70,8.0,0.2755102040816326,0.6394557823129252,0.10884353741496598
Vietnamese Egg Coffee,Vietnamese,175.0,8.0,21.0,6.0,5.0,5,0,5,1.0,0.4114285714285714,0.48,0.13714285714285715
Thai-Inspired Potato Salad,Thai,349.0,14.0,52.0,9.0,5.0,35,45,120,6.0,0.36103151862464183,0.5959885386819485,0.10315186246418338
Mexican Black Bean and Turkey Wraps,Tex-Mex,403.0,11.0,45.0,31.0,5.0,10,35,45,4.0,0.2456575682382134,0.4466501240694789,0.3076923076923077
Arroz con Pollo (Peruvian Style),Peruvian,712.0,15.0,105.0,30.0,4.2,15,30,45,5.0,0.1896067415730337,0.5898876404494382,0.16853932584269662
Easy Pina Colada French Toast,Puerto Rican,327.0,11.0,44.0,16.0,4.5,15,25,40,6.0,0.30275229357798167,0.5382262996941896,0.19571865443425077
Chef John's Beef Rouladen,German,641.0,39.0,23.0,48.0,4.6,15,90,110,2.0,0.5475819032761311,0.1435257410296412,0.2995319812792512
Amish Chocolate Cake,Amish and Mennonite,228.0,9.0,33.0,4.0,4.5,15,30,75,12.0,0.35526315789473684,0.5789473684210527,0.07017543859649122
Real French Crêpes,Canadian,110.0,2.0,17.0,5.0,4.3,5,15,20,7.0,0.16363636363636364,0.6181818181818182,0.18181818181818182
Pumpkin Custard Pie I,Amish and Mennonite,228.0,8.0,34.0,6.0,4.3,0,0,0,8.0,0.3157894736842105,0.5964912280701754,0.10526315789473684
My Amish Friend's Caramel Corn,Amish and Mennonite,238.0,16.0,22.0,3.0,4.9,20,70,90,30.0,0.6050420168067226,0.3697478991596639,0.05042016806722689
Filipino Fish Escabeche,Filipino,259.0,16.0,23.0,6.0,4.7,15,30,45,4.0,0.555984555984556,0.3552123552123552,0.09266409266409266
Chilean Dobladitas,Chilean,477.0,28.0,49.0,7.0,4.3,25,15,40,8.0,0.5283018867924528,0.4109014675052411,0.05870020964360587
Cuban Beans and Rice,Cuban,258.0,3.0,49.0,7.0,4.2,10,50,60,6.0,0.10465116279069768,0.7596899224806202,0.10852713178294573
Best Ever Russian Beef Stroganoff,Russian,496.0,35.0,16.0,29.0,4.4,20,20,40,4.0,0.6350806451612904,0.12903225806451613,0.23387096774193547
Ultimate Lowcountry Shrimp and Grits,Southern Recipes,695.0,28.0,66.0,45.0,5.0,30,70,100,6.0,0.36258992805755397,0.37985611510791367,0.2589928057553957
Southern as You Can Get Collard Greens,Soul Food,165.0,11.0,3.0,13.0,4.7,15,60,75,8.0,0.6,0.07272727272727272,0.3151515151515151
Tex-Mex Tuna Salad,Tex-Mex,263.0,12.0,25.0,15.0,3.9,15,0,15,6.0,0.41064638783269963,0.38022813688212925,0.22813688212927757
Grilled Cajun Corn,Cajun and Creole,387.0,36.0,18.0,3.0,5.0,5,15,20,2.0,0.8372093023255814,0.18604651162790697,0.031007751937984496
Poutine Gravy,Canadian,327.0,22.0,18.0,14.0,4.6,25,30,55,8.0,0.6055045871559633,0.22018348623853212,0.1712538226299694
Greek Butter Cookies,Greek,74.0,4.0,9.0,1.0,4.6,20,10,30,48.0,0.4864864864864865,0.4864864864864865,0.05405405405405406
Mie Goreng - Indonesian Fried Noodles,Indonesian,356.0,14.0,34.0,23.0,4.4,20,15,35,6.0,0.3539325842696629,0.38202247191011235,0.25842696629213485
Basic Crêpes,French,216.0,9.0,26.0,7.0,4.6,10,20,30,4.0,0.375,0.48148148148148145,0.12962962962962962
Pan De Sal I,Filipino,175.0,3.0,32.0,4.0,4.3,0,0,0,20.0,0.15428571428571428,0.7314285714285714,0.09142857142857143
Crispy Southern Fried Chicken,Soul Food,806.0,30.0,79.0,51.0,3.8,10,20,30,6.0,0.3349875930521092,0.3920595533498759,0.2531017369727047
Dutch Cookies,Dutch,107.0,6.0,13.0,1.0,4.4,0,0,0,40.0,0.5046728971962616,0.48598130841121495,0.037383177570093455
Simple Spanish Rice,Spanish,359.0,15.0,52.0,6.0,4.4,10,30,40,4.0,0.37604456824512533,0.5793871866295265,0.06685236768802229
Mum's Swedish Meatballs,Swedish,458.0,31.0,17.0,27.0,4.5,20,35,55,8.0,0.6091703056768559,0.14847161572052403,0.23580786026200873
Swedish Pancakes (Vegan),Swedish,475.0,20.0,66.0,10.0,4.0,10,3,13,2.0,0.37894736842105264,0.5557894736842105,0.08421052631578947
Puerto Rican Breakfast Custard,Puerto Rican,250.0,8.0,37.0,8.0,4.7,5,25,30,2.0,0.288,0.592,0.128
Chicken in Black Bean Sauce,Chinese,266.0,8.0,9.0,38.0,4.8,15,15,50,6.0,0.2706766917293233,0.13533834586466165,0.5714285714285714
Jan Hagel Cookies,Dutch,157.0,10.0,17.0,2.0,4.7,20,30,50,24.0,0.5732484076433121,0.43312101910828027,0.050955414012738856
Japanese-Style Cabbage Salad,Japanese,126.0,10.0,8.0,4.0,4.2,25,0,25,12.0,0.7142857142857143,0.25396825396825395,0.12698412698412698
Brazilian Chicken Stew (Galinha Ensopada),Brazilian,425.0,26.0,9.0,37.0,3.5,10,75,85,4.0,0.5505882352941176,0.08470588235294117,0.34823529411764703
The Amazing Swedish Meatball,Scandinavian,560.0,43.0,19.0,25.0,3.4,20,60,80,6.0,0.6910714285714286,0.1357142857142857,0.17857142857142858
Southern-Style Chocolate Gravy,Southern Recipes,91.0,2.0,17.0,2.0,4.8,10,10,20,12.0,0.1978021978021978,0.7472527472527473,0.08791208791208792
Crispy Ginger Biscuits,Australian and New Zealander,124.0,4.0,21.0,1.0,4.0,25,10,35,24.0,0.2903225806451613,0.6774193548387096,0.03225806451612903
Okra Patties,Soul Food,224.0,12.0,25.0,5.0,4.5,20,10,30,6.0,0.48214285714285715,0.44642857142857145,0.08928571428571429
Tanya's Louisiana Southern Fried Chicken,Soul Food,638.0,30.0,48.0,43.0,4.5,10,20,30,6.0,0.4231974921630094,0.30094043887147337,0.26959247648902823
Shakshuka (Middle Eastern Breakfast Dish),Israeli,249.0,15.0,16.0,16.0,4.7,10,25,35,2.0,0.5421686746987951,0.2570281124497992,0.2570281124497992
Easy Sheet Pan Beef Bulgogi,Korean,339.0,21.0,13.0,26.0,4.7,15,10,85,6.0,0.5575221238938053,0.15339233038348082,0.30678466076696165
Polish Cabbage Roll Soup,Polish,358.0,22.0,22.0,21.0,4.9,10,50,60,8.0,0.553072625698324,0.24581005586592178,0.2346368715083799
Crispy Fried Fish,Cajun and Creole,634.0,24.0,69.0,29.0,4.5,30,15,45,4.0,0.34069400630914826,0.4353312302839117,0.1829652996845426
Carrots and Lentils,Turkish,351.0,12.0,47.0,15.0,4.6,15,45,90,4.0,0.3076923076923077,0.5356125356125356,0.17094017094017094
Cuban Marinated Steak,Cuban,245.0,16.0,4.0,21.0,4.7,15,15,65,4.0,0.5877551020408164,0.0653061224489796,0.34285714285714286
Cheesy Amish Breakfast Casserole,Amish and Mennonite,314.0,23.0,12.0,22.0,4.8,10,55,75,12.0,0.6592356687898089,0.15286624203821655,0.2802547770700637
Punjabi Chicken in Thick Gravy,Indian,325.0,22.0,4.0,28.0,4.3,25,60,85,8.0,0.6092307692307692,0.04923076923076923,0.3446153846153846
Amish Custard Cottage Cheese Pie,Amish and Mennonite,220.0,10.0,26.0,8.0,4.7,15,40,235,16.0,0.4090909090909091,0.4727272727272727,0.14545454545454545
Polvarones,Puerto Rican,100.0,6.0,11.0,1.0,4.7,15,16,31,36.0,0.54,0.44,0.04
Huancaina Sauce,Peruvian,194.0,14.0,8.0,9.0,4.5,15,5,20,8.0,0.6494845360824743,0.16494845360824742,0.18556701030927836
Mom's Portuguese Beef Stew,Portuguese,398.0,12.0,38.0,27.0,4.4,30,90,120,6.0,0.271356783919598,0.38190954773869346,0.271356783919598
Polish Noodles (Cottage Cheese and Noodles),Polish,409.0,20.0,43.0,16.0,4.6,5,15,20,8.0,0.4400977995110024,0.42053789731051344,0.15647921760391198
Vaca Frita (Pan-Fried Beef),Cuban,221.0,15.0,8.0,15.0,4.0,15,50,105,6.0,0.6108597285067874,0.14479638009049775,0.27149321266968324
Portuguese Favas,Portuguese,221.0,10.0,28.0,7.0,4.5,15,30,45,8.0,0.4072398190045249,0.5067873303167421,0.12669683257918551
Cassava Cake,Filipino,329.0,16.0,42.0,8.0,4.4,20,65,145,10.0,0.4376899696048632,0.5106382978723404,0.0972644376899696
"Brown Rice, Chicken, and Chorizo Paella",Spanish,465.0,22.0,43.0,22.0,4.0,40,75,115,8.0,0.4258064516129032,0.36989247311827955,0.18924731182795698
Hamantashen,Jewish,184.0,9.0,23.0,3.0,4.4,10,10,140,36.0,0.44021739130434784,0.5,0.06521739130434782
Chocolate Yule Log,French,526.0,34.0,56.0,6.0,4.8,50,10,195,10.0,0.5817490494296578,0.42585551330798477,0.045627376425855515
Kransekake (Norwegian Almond Ring Cake),Norwegian,280.0,13.0,39.0,6.0,4.0,30,10,60,24.0,0.41785714285714287,0.5571428571428572,0.08571428571428572
Southern Fried Apples,Southern Recipes,369.0,23.0,45.0,1.0,4.8,10,10,20,4.0,0.5609756097560976,0.4878048780487805,0.01084010840108401
Tava or Turkish Stew,Turkish,397.0,20.0,9.0,44.0,4.4,15,40,55,6.0,0.4534005037783375,0.0906801007556675,0.4433249370277078
Chicken Kiev,Russian,485.0,25.0,24.0,40.0,4.4,50,12,62,6.0,0.4639175257731959,0.1979381443298969,0.32989690721649484
Simple and Creamy Spanish Flan,Spanish,332.0,11.0,51.0,9.0,4.1,15,55,190,8.0,0.29819277108433734,0.6144578313253012,0.10843373493975904
Meat Pie,French,381.0,24.0,28.0,14.0,4.5,25,25,50,8.0,0.5669291338582677,0.29396325459317585,0.14698162729658792
Lebanese Lemon Lentil Soup,Lebanese,268.0,8.0,38.0,12.0,4.4,30,120,150,10.0,0.26865671641791045,0.5671641791044776,0.1791044776119403
Chocolate Chip Belgian Waffles,Belgian,480.0,27.0,52.0,10.0,4.9,5,10,15,3.0,0.50625,0.43333333333333335,0.08333333333333333
Chocolate Pavlova,Australian and New Zealander,402.0,21.0,52.0,5.0,4.5,20,90,170,8.0,0.4701492537313433,0.5174129353233831,0.04975124378109453
Neck Bones and Lima Beans,Soul Food,500.0,18.0,34.0,49.0,4.5,20,100,120,10.0,0.324,0.272,0.392
Brazilian Peanut Fudge,Brazilian,306.0,15.0,38.0,8.0,5.0,10,0,25,12.0,0.4411764705882353,0.49673202614379086,0.10457516339869281
Spanish Gin and Tonic (Gin Tonica),Spanish,366.0,2.0,74.0,7.0,5.0,9,0,9,1.0,0.04918032786885246,0.8087431693989071,0.07650273224043716
Keto Tex-Mex Ground Beef Casserole,Tex-Mex,447.0,31.0,9.0,33.0,4.4,10,50,65,6.0,0.6241610738255033,0.08053691275167785,0.2953020134228188
Sizzling Sherry Shrimp with Garlic,Spanish,223.0,15.0,3.0,19.0,4.4,10,5,15,4.0,0.6053811659192825,0.053811659192825115,0.34080717488789236
Dutch Bokkenpootjes - Goat's Feet,Dutch,452.0,15.0,63.0,23.0,4.1,40,15,145,12.0,0.29867256637168144,0.5575221238938053,0.20353982300884957
Quesitos (Puerto Rican Cheese-Stuffed Puff Pastry),Puerto Rican,540.0,33.0,55.0,7.0,5.0,15,15,35,8.0,0.55,0.4074074074074074,0.05185185185185185
Air Fryer Chicken Parmesan,Italian,582.0,18.0,45.0,57.0,4.5,15,25,40,4.0,0.27835051546391754,0.30927835051546393,0.3917525773195876
Japchae,Korean,162.0,8.0,17.0,7.0,4.9,30,15,45,8.0,0.4444444444444444,0.41975308641975306,0.1728395061728395
Authentic Empanada Pastry Dough,Argentinian,116.0,5.0,16.0,3.0,4.7,15,0,45,12.0,0.3879310344827586,0.5517241379310345,0.10344827586206896
Mayonnaise Biscuits,Soul Food,134.0,6.0,17.0,3.0,4.4,10,15,25,12.0,0.40298507462686567,0.5074626865671642,0.08955223880597014
Swedish Klimp,Swedish,263.0,4.0,46.0,10.0,4.6,3,5,8,4.0,0.13688212927756654,0.6996197718631179,0.1520912547528517
Chana Masala (Indian Chickpea Curry),Indian,413.0,23.0,46.0,9.0,4.6,15,15,30,2.0,0.5012106537530266,0.44552058111380144,0.08716707021791767
Machhere Jhol (Bengali Fish Curry),Bangladeshi,367.0,18.0,6.0,45.0,4.6,10,20,30,4.0,0.44141689373297005,0.0653950953678474,0.4904632152588556
Butter Lamb Gravy,Bangladeshi,321.0,22.0,8.0,23.0,4.5,25,35,60,6.0,0.616822429906542,0.09968847352024922,0.2866043613707165
Jajangmyeon (Vegetarian Korean Black Bean Noodles),Korean,315.0,6.0,56.0,10.0,5.0,10,20,30,2.0,0.17142857142857143,0.7111111111111111,0.12698412698412698
Cajun Cashews,Cajun and Creole,483.0,41.0,24.0,11.0,4.0,10,22,32,4.0,0.7639751552795031,0.19875776397515527,0.09109730848861283
Easy Two-Ingredient Naan,Indian,102.0,3.0,16.0,3.0,4.7,10,20,30,8.0,0.2647058823529412,0.6274509803921569,0.11764705882352941
Shadi's One-Pot Turmeric Chicken and Rice,Persian,364.0,2.0,53.0,32.0,3.9,10,50,60,6.0,0.04945054945054945,0.5824175824175825,0.3516483516483517
Polish Reuben Casserole,Polish,628.0,41.0,40.0,26.0,4.2,20,60,80,8.0,0.5875796178343949,0.25477707006369427,0.16560509554140126
Spicy Korean Chicken,Korean,257.0,18.0,2.0,20.0,4.6,15,10,55,4.0,0.6303501945525292,0.0311284046692607,0.311284046692607
Homemade Manti (Traditional Turkish Dumplings),Turkish,560.0,23.0,64.0,23.0,4.6,35,25,90,4.0,0.36964285714285716,0.45714285714285713,0.16428571428571428
Vietnamese Coffee,Vietnamese,158.0,5.0,26.0,3.0,4.0,10,0,10,1.0,0.2848101265822785,0.6582278481012658,0.0759493670886076
Basic Coquito,Puerto Rican,346.0,15.0,36.0,5.0,4.9,5,0,65,14.0,0.3901734104046243,0.4161849710982659,0.057803468208092484
Spanish Omelette,Spanish,252.0,22.0,11.0,5.0,4.6,20,30,50,6.0,0.7857142857142857,0.1746031746031746,0.07936507936507936
Canadian Yellow Split Pea Soup with Ham,Canadian,172.0,0.0,32.0,12.0,4.8,20,190,210,12.0,0.0,0.7441860465116279,0.27906976744186046
Greek Honey Mustard Roast Chicken and Potatoes,Greek,458.0,24.0,27.0,36.0,4.5,15,60,75,12.0,0.47161572052401746,0.23580786026200873,0.314410480349345
Russian Poppy Seed Roll,Russian,448.0,19.0,60.0,12.0,5.0,45,25,160,16.0,0.38169642857142855,0.5357142857142857,0.10714285714285714
Swedish Spareribs,Swedish,379.0,26.0,6.0,30.0,4.5,15,105,120,6.0,0.6174142480211082,0.0633245382585752,0.316622691292876
Easy-Made German Quark,German,91.0,6.0,4.0,2.0,4.7,10,135,190,28.0,0.5934065934065934,0.17582417582417584,0.08791208791208792
Swedish Rice Pudding,Swedish,293.0,8.0,47.0,8.0,4.4,15,85,100,6.0,0.24573378839590443,0.6416382252559727,0.10921501706484642
Easy Swedish Apple Pie,Scandinavian,359.0,18.0,49.0,3.0,4.7,20,40,60,8.0,0.45125348189415043,0.5459610027855153,0.033426183844011144
Tex Mex Meatloaf,Tex-Mex,711.0,57.0,10.0,39.0,4.1,10,60,70,4.0,0.7215189873417721,0.05625879043600562,0.21940928270042195
Greek Potato Salad,Greek,335.0,23.0,28.0,5.0,4.9,15,15,35,6.0,0.6179104477611941,0.33432835820895523,0.05970149253731343
Hawaiian Chicken Pineapple Kabobs,Australian and New Zealander,203.0,4.0,17.0,24.0,4.5,10,15,85,8.0,0.17733990147783252,0.33497536945812806,0.4729064039408867
Authentic Middle Eastern Hummus (Chummus),Israeli,551.0,32.0,51.0,18.0,4.3,20,120,140,8.0,0.5226860254083484,0.3702359346642468,0.1306715063520871
Tarte Tatin,French,351.0,16.0,53.0,2.0,4.8,15,30,50,6.0,0.41025641025641024,0.603988603988604,0.022792022792022793
Pakistani Ground Beef Curry,Pakistani,438.0,34.0,12.0,22.0,4.5,10,55,65,4.0,0.6986301369863014,0.1095890410958904,0.2009132420091324
Austrian Linzer Torte,Austrian,473.0,29.0,48.0,8.0,4.5,30,45,135,12.0,0.5517970401691332,0.4059196617336152,0.06765327695560254
Southern Ham and Brown Beans,Soul Food,273.0,6.0,38.0,17.0,4.6,15,200,280,8.0,0.1978021978021978,0.5567765567765568,0.2490842490842491
Gera's Amish Funny Cake,Amish and Mennonite,343.0,15.0,50.0,5.0,3.6,25,30,55,16.0,0.3935860058309038,0.5830903790087464,0.05830903790087463
Peruvian Alfajores with Manjar Blanco,Peruvian,227.0,8.0,36.0,3.0,3.0,60,40,130,48.0,0.31718061674008813,0.6343612334801763,0.05286343612334802
Brazo Gitano de Guayaba (Jelly Roll with Guava),Puerto Rican,233.0,2.0,52.0,3.0,5.0,20,15,65,10.0,0.07725321888412018,0.8927038626609443,0.05150214592274678
Pasteles with Yuca and Plantains,Puerto Rican,417.0,28.0,31.0,12.0,5.0,55,85,140,24.0,0.60431654676259,0.2973621103117506,0.11510791366906475
Tortilla Española (Spanish Tortilla),Spanish,477.0,32.0,36.0,13.0,4.7,35,45,140,6.0,0.6037735849056604,0.3018867924528302,0.1090146750524109
Australian English Trifle,Australian and New Zealander,157.0,1.0,36.0,3.0,4.2,15,5,45,10.0,0.05732484076433121,0.9171974522292994,0.07643312101910828
Pasta Alla Caponata,Italian,407.0,20.0,50.0,11.0,4.8,20,30,70,4.0,0.44226044226044225,0.4914004914004914,0.10810810810810811
Shrimp and Okra Gumbo,Cajun and Creole,394.0,21.0,18.0,35.0,4.2,15,120,135,6.0,0.4796954314720812,0.18274111675126903,0.3553299492385787
Calabacita con Puerco (Pork with Squash),Tex-Mex,348.0,8.0,62.0,15.0,4.7,10,133,148,8.0,0.20689655172413793,0.7126436781609196,0.1724137931034483
Chef John's Shrimp Étouffée,Cajun and Creole,424.0,15.0,30.0,41.0,4.9,35,20,75,4.0,0.31839622641509435,0.2830188679245283,0.3867924528301887
Dutch Apple Cake,Dutch,193.0,8.0,30.0,2.0,4.6,0,0,0,15.0,0.37305699481865284,0.6217616580310881,0.04145077720207254
Apple Crisp Cups,Canadian,109.0,6.0,13.0,1.0,4.3,45,20,65,48.0,0.4954128440366973,0.47706422018348627,0.03669724770642202
Oven-Baked Kofta Kebabs (Pakistani-Style),Pakistani,341.0,22.0,11.0,23.0,4.0,20,40,60,4.0,0.5806451612903226,0.12903225806451613,0.2697947214076246
Homemade Sushi,Japanese,152.0,4.0,26.0,4.0,4.4,40,25,65,8.0,0.23684210526315788,0.6842105263157895,0.10526315789473684
Vareniki (Pierogi) with Potatoes and Mushrooms,Russian,56.0,1.0,10.0,1.0,5.0,30,35,75,45.0,0.16071428571428573,0.7142857142857143,0.07142857142857142
Korean Spicy Chicken Rice Noodle Bake,Korean,461.0,26.0,21.0,38.0,4.7,30,30,120,6.0,0.5075921908893709,0.1822125813449024,0.3297180043383948
Chef John's Pão de Queijo (Brazilian Cheese Bread),Brazilian,109.0,6.0,11.0,2.0,4.6,10,25,45,24.0,0.4954128440366973,0.4036697247706422,0.07339449541284404
German Wiener Schnitzel,Austrian,435.0,12.0,51.0,27.0,4.6,20,15,35,8.0,0.2482758620689655,0.4689655172413793,0.2482758620689655
Swedish Toscas (Swedish Almond Tarts),Swedish,166.0,10.0,18.0,2.0,4.5,15,10,35,12.0,0.5421686746987951,0.43373493975903615,0.04819277108433735
Steelhead Trout Bake with Dijon Mustard,French,145.0,4.0,3.0,19.0,4.7,10,10,20,4.0,0.2482758620689655,0.08275862068965517,0.5241379310344828
Jamaican Cabbage,Jamaican,121.0,5.0,19.0,3.0,4.6,20,20,40,6.0,0.371900826446281,0.628099173553719,0.09917355371900827
Hawaiian Tarts,Australian and New Zealander,131.0,6.0,18.0,1.0,4.6,0,0,0,36.0,0.4122137404580153,0.549618320610687,0.030534351145038167
Chicken Arroz Caldo (Chicken Rice Porridge),Filipino,294.0,15.0,25.0,16.0,4.8,20,20,40,5.0,0.45918367346938777,0.3401360544217687,0.21768707482993196
Chicken Limone,Italian,487.0,26.0,29.0,39.0,5.0,15,10,25,4.0,0.4804928131416838,0.23819301848049282,0.3203285420944558
Keufels (Original),Amish and Mennonite,138.0,9.0,14.0,2.0,4.3,30,20,50,24.0,0.5869565217391305,0.4057971014492754,0.057971014492753624
Maple Walnut Ice Cream,Canadian,487.0,33.0,46.0,7.0,4.8,30,35,245,8.0,0.6098562628336756,0.37782340862423,0.057494866529774126
Chicken Satay,Thai,162.0,3.0,4.0,29.0,4.6,15,10,145,12.0,0.16666666666666666,0.09876543209876543,0.7160493827160493
Vietnamese Beef Pho,Vietnamese,528.0,14.0,73.0,27.0,4.1,30,65,95,6.0,0.23863636363636365,0.553030303030303,0.20454545454545456
Chicken Tikka Masala,Indian,404.0,29.0,13.0,25.0,4.4,30,50,140,4.0,0.6460396039603961,0.12871287128712872,0.24752475247524752
Best Homemade Marzipan,German,171.0,11.0,17.0,4.0,4.8,10,0,10,12.0,0.5789473684210527,0.39766081871345027,0.0935672514619883
Swedish Chocolate Balls (or Coconut Balls),Scandinavian,90.0,5.0,11.0,1.0,4.7,20,0,140,48.0,0.5,0.4888888888888889,0.044444444444444446
Blini - Russian Pancakes,Russian,522.0,22.0,64.0,16.0,5.0,10,3,13,6.0,0.3793103448275862,0.4904214559386973,0.12260536398467432
Mediterranean Bean Salad,Tex-Mex,329.0,12.0,47.0,12.0,4.6,20,0,140,4.0,0.3282674772036474,0.5714285714285714,0.1458966565349544
Thai Spice Sweet Tea,Thai,149.0,9.0,18.0,1.0,5.0,5,5,80,4.0,0.5436241610738255,0.48322147651006714,0.026845637583892617
Creole Chitterlings (Chitlins),Cajun and Creole,356.0,30.0,6.0,15.0,4.6,30,210,240,20.0,0.7584269662921348,0.06741573033707865,0.16853932584269662
Rosettes,Scandinavian,561.0,59.0,8.0,1.0,4.7,15,90,105,30.0,0.946524064171123,0.0570409982174688,0.0071301247771836
One Pot Chicken Pomodoro,Italian,356.0,8.0,38.0,31.0,4.6,10,20,30,6.0,0.20224719101123595,0.42696629213483145,0.34831460674157305
Dumplings and Cocky's Joy (Caramel Sauce),Australian and New Zealander,556.0,25.0,78.0,7.0,3.3,35,10,45,4.0,0.40467625899280574,0.5611510791366906,0.050359712230215826
Blintz Souffle II,Jewish,410.0,19.0,53.0,14.0,4.7,10,45,55,8.0,0.4170731707317073,0.5170731707317073,0.13658536585365855
Beef Stroganoff with Noodles,Russian,775.0,55.0,36.0,34.0,4.2,20,90,120,6.0,0.6387096774193548,0.18580645161290324,0.17548387096774193
Potato Latkes,Jewish,199.0,11.0,22.0,5.0,4.7,15,20,35,6.0,0.49748743718592964,0.44221105527638194,0.10050251256281408
Spicy Southwestern Slaw,Tex-Mex,202.0,19.0,8.0,1.0,4.4,15,0,90,6.0,0.8465346534653465,0.15841584158415842,0.019801980198019802
Alfajores (Dulce de Leche Sandwich Cookies),Peruvian,175.0,8.0,23.0,2.0,4.1,45,10,85,24.0,0.4114285714285714,0.5257142857142857,0.045714285714285714
Portuguese Egg Tarts,Portuguese,225.0,15.0,20.0,3.0,4.5,45,15,60,12.0,0.6,0.35555555555555557,0.05333333333333334
Cinnamon Noodle Kugel,Jewish,328.0,15.0,38.0,11.0,4.8,15,65,90,16.0,0.4115853658536585,0.4634146341463415,0.13414634146341464
German Beef Rouladen,German,351.0,16.0,5.0,45.0,4.3,20,35,55,8.0,0.41025641025641024,0.05698005698005698,0.5128205128205128
Amish Friendship Bread,Amish and Mennonite,119.0,6.0,16.0,2.0,4.7,10,50,60,16.0,0.453781512605042,0.5378151260504201,0.06722689075630252
Cuban-Style Picadillo,Cuban,471.0,22.0,30.0,26.0,4.6,25,70,95,6.0,0.42038216560509556,0.25477707006369427,0.2208067940552017
Southern Fried Cabbage,Southern Recipes,189.0,14.0,14.0,5.0,4.7,10,10,20,6.0,0.6666666666666666,0.2962962962962963,0.10582010582010581
