AGE,female,married,educ_cat,faminc_mid,metro_binary,race_cat,us_citizen,has_children,insured,OCC,IND,INCWAGE,FIRMSIZE,NCHILD,YEAR,STATEFIP,worker_cat,employed
23,1,0,4,27500,1,White,1,0,1,1970,8191,33000,9,0,2022,9,Private for-profit,1
30,1,1,4,87500,1,White,1,0,1,2002,7870,30000,7,0,2022,9,Private for-profit,1
30,0,1,4,125000,1,White,1,0,1,1021,7380,65000,5,0,2022,9,Private for-profit,1
25,1,1,5,125000,1,White,1,0,1,2435,6770,49617,1,0,2022,9,Government,1
26,1,0,4,67500,1,Black,1,1,1,9050,6070,26000,9,1,2022,9,Part-time,1
23,0,0,4,125000,1,Asian,1,0,1,845,6992,60000,9,0,2022,9,Private for-profit,1
23,0,0,4,87500,1,Asian,0,0,1,5000,7570,68500,9,0,2022,9,Private for-profit,1
30,0,0,4,200000,1,Asian,0,0,1,1021,7390,92500,9,0,2022,9,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,2545,7860,11000,8,0,2022,9,Part-time,1
27,0,0,4,125000,1,White,1,0,1,1240,7870,1099999,9,0,2022,9,Government,1
25,1,0,4,125000,1,White,1,0,1,3255,8191,9500,9,0,2022,9,Private for-profit,1
24,1,0,5,125000,1,White,1,0,1,3050,5070,50000,9,0,2022,9,Part-time,1
24,0,0,4,125000,1,White,1,0,1,1760,2190,52000,9,0,2022,9,Private for-profit,1
26,1,0,4,200000,1,Other,1,0,1,830,4490,58000,9,0,2022,9,Private for-profit,1
27,1,0,5,200000,1,White,1,0,1,2320,7860,50000,9,0,2022,9,Private for-profit,1
30,1,0,5,200000,1,White,0,0,1,1760,7870,50000,9,0,2022,9,Private for-profit,1
26,1,0,5,200000,1,White,1,0,1,2310,7860,25000,9,0,2022,9,Private for-profit,1
23,1,0,4,37500,1,White,1,0,1,2545,7870,35000,9,0,2022,9,Private for-profit,1
28,1,0,5,67500,1,White,1,0,1,4700,5080,0,1,0,2022,9,Self-employed,1
26,1,0,4,67500,1,Black,1,0,1,4720,4971,22001,9,0,2022,9,Part-time,1
24,0,0,4,67500,1,White,1,0,1,8610,3960,40000,5,0,2022,9,Private for-profit,1
24,1,0,5,200000,1,White,1,0,1,2002,7860,25000,1,0,2022,9,Private for-profit,1
25,0,0,4,200000,1,Asian,1,0,1,850,6970,1600,2,0,2022,9,Private for-profit,1
23,1,0,4,200000,1,Asian,1,0,1,5940,7590,70000,5,0,2022,9,Private for-profit,1
30,0,0,4,87500,1,Asian,1,0,1,1360,770,55000,8,0,2022,9,Private for-profit,1
29,0,0,4,200000,1,White,1,0,1,600,770,0,0,0,2022,9,Unemployed,0
26,1,1,4,200000,1,White,0,1,1,4720,5391,20000,1,1,2022,9,Part-time,1
29,1,0,5,67500,1,White,1,1,1,2002,7860,42000,8,1,2022,9,Government,1
25,1,0,4,67500,1,Black,1,0,1,3255,8270,60000,8,0,2022,9,Part-time,1
22,0,0,4,200000,1,Other,1,0,1,5400,9480,3800,9,0,2022,9,Government,1
29,1,1,5,200000,1,Other,1,1,1,2300,7860,45000,9,1,2022,9,Government,1
29,0,1,4,200000,1,Black,1,1,1,2310,7860,40000,9,1,2022,9,Government,1
27,1,1,4,45000,1,White,1,1,1,2006,8370,35000,2,1,2022,9,Private for-profit,1
26,0,1,4,45000,1,White,1,1,1,3870,9470,70000,5,1,2022,9,Government,1
30,0,1,4,2500,0,White,1,1,1,8255,1990,60000,9,2,2022,36,Government,1
25,1,0,4,55000,0,White,1,0,1,2300,7860,21000,2,0,2022,36,Private for-profit,1
24,0,0,4,67500,0,White,1,0,1,3646,7970,20000,5,0,2022,36,Unemployed,0
29,0,0,5,87500,1,White,1,0,1,4020,8680,35000,9,0,2022,36,Part-time,1
23,1,0,4,200000,1,White,1,0,1,3255,8191,30000,7,0,2022,36,Private for-profit,1
27,0,0,4,55000,1,White,1,0,1,750,8370,36000,9,0,2022,36,Private for-profit,1
25,1,0,4,55000,1,White,1,0,1,8740,2190,36000,9,0,2022,36,Private for-profit,1
29,0,1,4,45000,1,White,1,1,1,4850,4070,112000,9,2,2022,36,Private for-profit,1
27,0,0,5,125000,1,White,1,0,1,1320,3590,90000,9,0,2022,36,Private for-profit,1
27,1,0,4,125000,1,White,1,0,1,1320,3590,90000,9,0,2022,36,Private for-profit,1
29,1,0,5,200000,1,White,1,0,1,5940,7860,50000,1,0,2022,36,Government,1
25,1,0,5,200000,1,White,1,0,1,3230,8370,59000,7,0,2022,36,Private for-profit,1
28,0,0,5,200000,1,White,1,0,1,1105,3980,89000,7,0,2022,36,Private for-profit,1
24,1,0,5,200000,1,White,1,0,1,2310,7860,48000,5,0,2022,36,Private for-profit,1
25,1,0,5,200000,1,White,1,0,1,800,7280,3744,8,0,2022,36,Private for-profit,1
28,1,0,4,200000,1,Asian,1,1,1,4020,8680,26368,2,1,2022,36,Part-time,1
22,0,0,4,200000,1,White,1,0,1,4850,4390,20000,7,0,2022,36,Private for-profit,1
27,1,1,5,125000,1,White,1,1,1,3515,7380,25000,9,2,2022,36,Private for-profit,1
22,0,0,5,125000,1,White,1,0,1,8030,180,40000,5,0,2022,36,Private for-profit,1
28,0,0,4,45000,1,White,1,0,1,1108,7870,40000,9,0,2022,36,Private for-profit,1
27,0,1,4,11250,1,Black,0,1,1,4220,7072,16576,2,1,2022,36,Private for-profit,1
28,1,1,4,11250,1,Black,1,1,1,3601,8170,20000,9,1,2022,36,Part-time,1
30,0,1,4,17500,1,Black,0,0,0,6442,770,38000,2,0,2022,36,Private for-profit,1
29,1,0,5,87500,1,Black,1,0,1,2310,7860,76000,9,0,2022,36,Government,1
22,0,0,4,17500,1,White,1,0,1,5810,8590,20000,2,0,2022,36,Private for-profit,1
27,0,0,4,55000,1,White,1,0,1,5740,6890,35000,9,0,2022,36,Unemployed,0
22,1,0,5,87500,1,Black,1,0,1,5860,7590,50000,9,0,2022,36,Part-time,1
27,1,1,4,45000,1,Black,1,0,1,2014,8370,38000,7,0,2022,36,Private for-profit,1
29,1,0,4,87500,1,Black,1,0,1,2310,7860,30000,9,0,2022,36,Government,1
23,0,0,4,45000,1,White,1,0,1,1021,8590,28000,2,0,2022,36,Part-time,1
29,0,1,4,125000,1,White,1,1,1,1360,770,80000,9,1,2022,36,Government,1
24,0,0,4,11250,1,Black,1,0,0,5710,7870,60000,2,0,2022,36,Private for-profit,1
27,0,1,4,200000,1,White,1,0,1,850,6970,70000,9,0,2022,36,Private for-profit,1
29,1,0,4,125000,1,White,1,0,1,1021,7380,130000,9,0,2022,36,Private for-profit,1
23,1,0,5,87500,1,White,1,0,1,1980,3570,88000,9,0,2022,36,Private for-profit,1
23,0,0,4,87500,1,White,1,0,1,9640,6380,0,0,0,2022,36,Unemployed,0
28,0,0,4,67500,1,White,1,0,1,2360,7890,19000,1,0,2022,36,Part-time,1
30,0,0,4,67500,1,White,1,0,1,2752,8564,24000,1,0,2022,36,Part-time,1
26,1,1,4,200000,1,White,0,0,1,1021,6672,250000,9,0,2022,36,Private for-profit,1
22,1,0,4,45000,1,White,1,0,1,2545,7860,24300,7,0,2022,36,Private for-profit,1
25,1,0,4,45000,1,White,1,0,1,2360,7890,14000,2,0,2022,36,Part-time,1
28,1,0,4,67500,1,Black,1,0,1,5240,7580,70000,9,0,2022,36,Private for-profit,1
30,1,0,5,17500,1,White,1,0,0,110,6470,5000,7,0,2022,36,Private for-profit,1
24,1,0,4,87500,1,Asian,1,0,1,845,7380,75993,7,0,2022,36,Private for-profit,1
26,0,0,4,45000,1,White,1,0,1,4350,9090,50000,9,0,2022,36,Part-time,1
28,1,0,4,45000,1,White,1,0,1,2205,7870,35000,8,0,2022,36,Part-time,1
28,1,0,4,200000,1,Asian,1,0,1,735,6672,113000,9,0,2022,36,Private for-profit,1
27,1,0,4,200000,1,Black,1,0,1,1021,7380,195000,2,0,2022,36,Private for-profit,1
27,0,0,4,200000,1,White,1,0,1,1021,7470,145000,2,0,2022,36,Private for-profit,1
26,1,0,4,125000,1,White,1,0,1,2640,6480,35000,2,0,2022,36,Private for-profit,1
24,0,0,4,32500,1,Asian,0,0,1,5710,7870,25,8,0,2022,36,Part-time,1
24,0,0,4,32500,1,Asian,0,0,1,5710,7870,1200,8,0,2022,36,Part-time,1
28,1,0,4,67500,1,White,1,0,1,3910,8380,64000,7,0,2022,36,Government,1
28,0,0,4,32500,1,Black,1,0,1,4710,4280,60000,9,0,2022,36,Self-employed,1
26,0,0,4,200000,1,Asian,1,0,1,4965,7380,85000,7,0,2022,36,Private for-profit,1
27,0,0,4,200000,1,White,1,0,1,630,7390,100000,9,0,2022,36,Private for-profit,1
30,1,0,5,17500,1,Asian,1,0,1,710,8191,105000,9,0,2022,36,Private for-profit,1
25,1,0,4,200000,1,White,1,0,1,3230,7860,0,0,0,2022,36,Part-time,1
30,1,1,4,200000,1,White,1,0,1,40,5080,100000,9,0,2022,36,Private for-profit,1
25,1,0,4,200000,1,White,1,0,1,3255,6970,90000,9,0,2022,36,Private for-profit,1
28,1,0,4,200000,1,White,1,0,0,4350,9090,40000,1,0,2022,36,Private for-profit,1
27,1,0,4,45000,1,Black,1,0,1,2825,7470,0,0,0,2022,36,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,1021,7380,75000,7,0,2022,36,Private for-profit,1
23,0,0,4,200000,1,Other,1,0,1,3870,9470,90000,9,0,2022,36,Government,1
26,1,0,4,125000,1,Black,1,1,1,5860,8270,0,0,1,2022,36,Unemployed,0
22,1,0,4,55000,1,Asian,1,0,1,2025,7280,12000,5,0,2022,36,Private for-profit,1
24,1,0,4,8750,1,White,1,0,1,2555,7890,0,0,0,2022,36,Unemployed,0
23,1,0,4,200000,1,White,1,0,1,845,6890,43000,7,0,2022,36,Private for-profit,1
26,1,0,4,200000,1,Asian,1,0,1,845,6870,160000,7,0,2022,36,Private for-profit,1
27,0,0,5,125000,1,Asian,0,0,1,1021,7380,160000,7,0,2022,36,Private for-profit,1
25,0,0,5,200000,1,Other,1,0,1,845,6890,80000,9,0,2022,36,Part-time,1
26,1,0,4,125000,1,Asian,1,0,1,3603,8191,50000,8,0,2022,36,Private for-profit,1
25,1,0,4,125000,1,Asian,1,0,1,3255,8191,90000,8,0,2022,36,Unemployed,0
28,1,0,5,67500,1,Asian,0,0,1,3090,8191,75000,8,0,2022,36,Private for-profit,1
28,0,0,4,87500,1,White,1,0,1,2740,8561,20000,1,0,2022,36,Private for-profit,1
24,1,0,4,200000,1,White,1,0,1,5000,7370,45000,1,0,2022,36,Private for-profit,1
26,1,0,4,200000,1,White,1,0,1,725,7780,65000,2,0,2022,36,Private for-profit,1
24,1,0,4,200000,1,White,1,0,1,725,7780,43000,2,0,2022,36,Private for-profit,1
24,1,0,4,67500,1,White,1,0,1,1105,7380,65000,7,0,2022,36,Private for-profit,1
29,1,0,4,200000,1,White,1,0,1,735,6870,120000,9,0,2022,36,Private for-profit,1
29,0,0,4,200000,1,Asian,1,0,1,1530,7460,170000,5,0,2022,36,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,800,6992,66000,9,0,2022,36,Private for-profit,1
26,0,0,5,67500,1,White,1,0,1,1760,7460,62300,7,0,2022,36,Private for-profit,1
30,0,0,4,200000,1,White,1,0,1,845,6970,250000,7,0,2022,36,Private for-profit,1
27,0,0,5,200000,1,White,1,0,1,845,3580,35000,9,0,2022,36,Private for-profit,1
25,1,0,4,125000,1,White,1,0,1,530,7470,62000,9,0,2022,36,Private for-profit,1
26,1,0,4,125000,1,White,1,0,1,530,7470,70000,9,0,2022,36,Private for-profit,1
25,1,0,4,125000,1,White,1,0,1,5400,8590,58000,9,0,2022,36,Private for-profit,1
26,0,0,4,55000,1,Black,1,0,1,4840,7380,60000,2,0,2022,36,Private for-profit,1
28,1,0,5,87500,1,White,1,0,1,2722,8562,90000,2,0,2022,36,Private for-profit,1
24,0,0,4,125000,1,White,1,0,1,5240,6970,6500,8,0,2022,36,Unemployed,0
26,1,0,4,67500,1,Other,1,0,1,4710,7270,26746,2,0,2022,36,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,120,5593,250000,9,0,2022,36,Private for-profit,1
29,1,0,5,200000,1,White,1,0,1,2100,7270,205000,9,0,2022,36,Private for-profit,1
25,1,0,4,125000,1,White,1,0,1,20,7380,70000,9,0,2022,36,Private for-profit,1
24,1,1,4,200000,1,White,1,0,1,2825,7470,150000,9,0,2022,36,Private for-profit,1
23,1,1,4,200000,1,White,1,0,1,735,7380,72000,8,0,2022,36,Private for-profit,1
27,1,0,5,125000,1,White,1,0,1,735,3980,110000,9,0,2022,36,Private for-profit,1
28,0,0,4,125000,1,White,1,0,1,4840,7490,44000,9,0,2022,36,Private for-profit,1
30,0,0,5,200000,1,White,1,0,1,2100,7270,170000,8,0,2022,36,Private for-profit,1
30,1,0,5,200000,1,White,1,0,1,2320,7860,65000,9,0,2022,36,Government,1
26,1,0,4,125000,1,Asian,1,0,1,710,7390,60000,9,0,2022,36,Private for-profit,1
27,0,0,4,87500,1,Other,1,1,1,9130,6170,60000,1,1,2022,36,Private for-profit,1
28,1,0,4,2500,1,Asian,0,0,0,2310,7860,50000,9,0,2022,36,Government,1
30,1,1,5,200000,1,Asian,1,0,1,3090,8191,45000,9,0,2022,36,Private for-profit,1
28,0,0,5,200000,1,White,1,0,1,4965,7870,90000,9,0,2022,36,Private for-profit,1
27,1,0,4,87500,1,Asian,0,0,0,2545,7870,0,0,0,2022,36,Part-time,1
29,0,0,5,37500,1,White,0,0,0,4010,8680,48000,9,0,2022,36,Private for-profit,1
25,1,0,4,200000,1,Black,1,0,1,51,7470,70000,9,0,2022,36,Private for-profit,1
26,0,0,4,200000,1,White,1,0,1,120,6870,70000,9,0,2022,36,Private for-profit,1
27,0,0,5,2500,1,Asian,1,0,1,2205,7870,3000,9,0,2022,36,Unemployed,0
23,0,0,5,200000,1,White,1,0,1,1760,3291,2402,2,0,2022,36,Part-time,1
28,0,1,4,87500,1,White,1,0,1,1460,7290,70000,9,0,2022,36,Private for-profit,1
29,0,1,4,45000,1,White,1,1,1,1010,5690,46500,2,1,2022,36,Private for-profit,1
26,1,1,4,200000,1,White,1,1,1,3255,8191,90000,9,2,2022,36,Private for-profit,1
27,0,1,4,200000,1,White,1,1,1,910,6890,50000,2,2,2022,36,Private for-profit,1
28,1,0,4,32500,1,White,0,1,1,3601,8370,35000,7,2,2022,36,Private for-profit,1
30,1,0,5,87500,1,White,1,0,0,5860,8090,7600,2,0,2022,36,Private for-profit,1
30,1,0,5,67500,1,White,1,0,1,2012,8370,25000,2,0,2022,36,Private for-profit,1
30,1,0,4,87500,1,Asian,1,0,1,3255,8191,85000,9,0,2022,36,Private for-profit,1
25,1,0,4,87500,1,Asian,1,0,1,700,1691,0,0,0,2022,36,Private for-profit,1
30,1,1,4,55000,1,White,0,1,1,3930,8570,20000,2,2,2022,36,Private for-profit,1
23,1,1,5,37500,1,Asian,0,1,1,8465,7370,0,1,1,2022,36,Part-time,1
30,0,1,4,200000,1,Asian,1,0,1,5410,6190,18000,2,0,2022,36,Private for-profit,1
30,0,0,4,200000,1,White,1,0,1,3820,9470,95000,9,0,2022,36,Government,1
25,1,0,4,200000,1,White,1,0,1,3255,8191,115000,9,0,2022,36,Private for-profit,1
24,1,0,4,87500,1,White,1,0,1,630,9180,40000,5,0,2022,36,Private for-profit,1
29,1,0,4,67500,1,Black,1,0,1,230,7860,25000,7,0,2022,36,Government,1
23,1,0,4,67500,1,Asian,1,0,1,0,0,0,0,0,2022,36,Unemployed,0
22,1,0,4,67500,1,Black,1,0,1,5610,5593,70000,9,0,2022,36,Part-time,1
27,0,0,5,200000,1,White,1,0,1,2014,8370,85000,1,0,2022,36,Private for-profit,1
26,1,1,4,200000,1,White,1,0,1,2825,7470,65000,2,0,2022,36,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,1065,7880,70000,2,0,2022,36,Private for-profit,1
26,0,0,4,125000,1,White,1,0,1,800,6970,100000,9,0,2022,36,Private for-profit,1
24,0,0,4,125000,1,White,1,0,1,1200,6992,100000,9,0,2022,36,Private for-profit,1
25,1,0,4,87500,1,White,1,0,1,4760,5190,60000,5,0,2022,36,Private for-profit,1
25,0,0,4,200000,1,Asian,1,0,1,4220,8590,20000,2,0,2022,36,Private for-profit,1
29,0,1,4,200000,1,Asian,1,1,1,3423,8191,62000,9,1,2022,36,Private for-profit,1
30,0,1,4,125000,1,Asian,0,0,1,1021,7460,118000,7,0,2022,36,Private for-profit,1
29,1,0,4,45000,1,White,1,0,1,4522,8980,7200,9,0,2022,36,Part-time,1
28,1,0,5,200000,1,Asian,1,0,1,1240,9480,151479,9,0,2022,36,Government,1
28,1,0,4,200000,1,Asian,0,0,1,440,7380,90000,8,0,2022,36,Private for-profit,1
29,1,0,4,200000,1,Black,1,1,1,2014,8270,39000,7,1,2022,36,Private for-profit,1
29,1,0,5,125000,1,White,1,0,0,2640,7290,25000,1,0,2022,36,Private for-profit,1
28,1,0,4,125000,1,White,0,0,1,4600,9290,7200,9,0,2022,36,Part-time,1
26,1,0,4,200000,1,White,1,0,1,850,6992,39000,9,0,2022,36,Private for-profit,1
26,1,0,4,200000,1,White,1,0,1,3870,9470,46000,9,0,2022,36,Government,1
26,1,0,4,87500,1,Asian,1,0,1,800,7470,100000,9,0,2022,36,Private for-profit,1
22,0,0,4,27500,1,Asian,1,0,1,1610,6870,0,0,0,2022,36,Part-time,1
25,0,0,4,32500,1,White,1,0,1,4500,8970,15000,1,0,2022,36,Unemployed,0
30,1,1,4,125000,1,Asian,1,0,1,350,8191,80000,9,0,2022,36,Private for-profit,1
30,1,1,4,200000,1,White,1,0,1,2631,3970,100000,1,0,2022,36,Private for-profit,1
23,0,0,4,55000,1,White,1,0,0,6230,770,0,0,0,2022,36,Part-time,1
25,1,0,4,125000,1,White,1,0,1,5400,7970,26000,7,0,2022,36,Private for-profit,1
22,1,0,4,200000,1,White,1,0,1,4030,6070,25000,9,0,2022,36,Private for-profit,1
25,0,0,4,32500,1,White,0,0,0,4220,1270,20000,1,0,2022,36,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,4850,4470,35000,9,0,2022,36,Private for-profit,1
23,0,0,4,200000,1,White,1,0,1,1050,6870,0,0,0,2022,36,Private for-profit,1
28,1,0,4,200000,1,White,1,0,1,2634,7470,36000,9,0,2022,36,Private for-profit,1
29,1,0,4,125000,1,White,1,0,1,4800,6480,70488,9,0,2022,36,Private for-profit,1
27,1,0,5,125000,1,White,1,0,1,2014,8370,0,1,0,2022,36,Part-time,1
30,0,0,5,125000,1,Asian,1,0,1,1240,9170,80000,9,0,2022,36,Private for-profit,1
22,1,0,4,200000,1,White,1,0,1,4040,8680,16002,2,0,2022,36,Part-time,1
30,1,1,4,125000,1,White,1,0,1,4850,4380,70000,7,0,2022,36,Private for-profit,1
29,0,0,4,200000,1,White,1,0,1,440,7490,15000,7,0,2022,36,Private for-profit,1
29,0,1,5,87500,1,White,1,1,1,6355,770,62000,8,1,2022,36,Self-employed,1
27,1,1,4,87500,1,White,1,1,1,4510,8980,7680,8,1,2022,36,Part-time,1
26,1,0,5,55000,1,White,1,0,1,1530,3960,80000,5,0,2022,36,Private for-profit,1
30,0,1,4,125000,1,White,1,1,1,500,7590,85000,7,1,2022,36,Private for-profit,1
26,0,0,5,67500,1,White,1,0,1,630,3291,64000,7,0,2022,36,Private for-profit,1
26,1,0,4,45000,1,White,1,0,1,3255,8191,30000,9,0,2022,36,Private for-profit,1
27,1,1,4,87500,1,White,1,0,1,4760,5370,20000,8,0,2022,36,Private for-profit,1
30,1,1,4,87500,1,White,1,0,1,3030,8290,71000,9,0,2022,36,Government,1
29,0,1,4,87500,1,White,1,0,1,5330,6890,58403,9,0,2022,36,Private for-profit,1
25,0,0,5,125000,1,White,1,0,1,800,3291,75000,2,0,2022,36,Private for-profit,1
28,0,0,4,200000,1,Asian,1,0,1,1530,7460,75000,9,0,2022,36,Private for-profit,1
30,1,0,4,200000,1,Asian,1,0,1,440,7470,110000,9,0,2022,36,Private for-profit,1
25,0,0,4,200000,1,Asian,1,0,1,1530,7460,90000,9,0,2022,36,Private for-profit,1
24,1,0,5,67500,1,White,1,0,0,1240,9470,65000,9,0,2022,36,Government,1
30,1,1,5,2500,1,White,1,1,1,2310,7860,55000,9,1,2022,36,Government,1
27,0,1,4,125000,1,White,1,0,1,2320,7860,70000,7,0,2022,34,Government,1
28,1,1,4,125000,1,White,1,0,1,5420,7780,50000,5,0,2022,34,Private for-profit,1
29,1,1,4,200000,1,Asian,1,1,1,850,6870,200000,9,1,2022,34,Private for-profit,1
22,1,0,4,125000,1,White,1,0,1,4760,5381,44000,9,0,2022,34,Private for-profit,1
30,0,0,4,27500,1,White,1,0,1,2634,4470,28000,1,0,2022,34,Private for-profit,1
29,1,0,4,32500,1,Black,1,1,1,9600,6390,29000,7,3,2022,34,Private for-profit,1
28,0,0,4,87500,1,White,1,0,1,4760,4670,30000,9,0,2022,34,Private for-profit,1
27,0,0,4,67500,1,Black,0,0,1,800,8563,275000,9,0,2022,34,Private for-profit,1
29,0,0,4,125000,1,Asian,1,0,1,1050,6870,100000,9,0,2022,34,Private for-profit,1
22,1,0,4,125000,1,Asian,1,0,1,3255,8191,10000,9,0,2022,34,Private for-profit,1
24,1,0,4,125000,1,Asian,1,0,1,530,8191,30000,5,0,2022,34,Private for-profit,1
23,0,0,4,87500,1,Asian,1,0,1,4720,8680,0,0,0,2022,34,Unemployed,0
28,0,0,5,200000,1,Asian,0,0,1,4920,7071,150000,9,0,2022,34,Private for-profit,1
29,0,0,4,125000,1,Black,1,0,1,3870,9470,60000,9,0,2022,34,Government,1
29,1,0,4,125000,1,Black,1,0,1,2145,7270,65000,5,0,2022,34,Private for-profit,1
27,0,0,4,87500,1,White,1,0,1,6355,770,45000,1,0,2022,34,Unemployed,0
26,0,0,4,87500,1,White,1,0,1,4220,7071,35000,7,0,2022,34,Private for-profit,1
24,1,0,4,67500,1,White,1,0,1,5740,7270,20000,1,0,2022,34,Private for-profit,1
26,1,0,4,87500,1,White,0,0,1,5240,8990,25028,9,0,2022,34,Part-time,1
27,0,0,4,87500,1,White,0,0,1,7855,1170,52002,9,0,2022,34,Private for-profit,1
27,1,0,4,87500,1,Black,1,0,1,5120,770,40000,7,0,2022,34,Private for-profit,1
27,1,0,4,87500,1,Black,1,0,1,5120,770,38000,7,0,2022,34,Private for-profit,1
27,0,0,4,55000,1,White,1,1,1,310,8680,50000,9,1,2022,34,Private for-profit,1
28,0,1,4,67500,1,White,0,1,0,5610,4780,22000,2,2,2022,34,Private for-profit,1
30,0,1,5,200000,1,White,1,0,1,3160,8090,109000,7,0,2022,34,Private for-profit,1
30,1,1,5,200000,1,Other,1,0,1,3160,8090,128000,7,0,2022,34,Private for-profit,1
23,0,0,4,125000,1,White,1,0,1,845,4380,50000,7,0,2022,34,Private for-profit,1
28,1,0,5,17500,1,Asian,0,0,0,1108,7380,50000,5,0,2022,34,Private for-profit,1
23,1,0,4,17500,1,Asian,0,0,0,1108,7380,30000,1,0,2022,34,Private for-profit,1
26,0,0,4,125000,1,Asian,1,0,1,3402,9590,80000,9,0,2022,34,Part-time,1
22,0,0,4,200000,1,Asian,1,0,1,1610,7460,100000,8,0,2022,34,Private for-profit,1
23,1,0,4,67500,1,White,1,0,1,5860,4470,57001,7,0,2022,34,Private for-profit,1
29,1,0,4,87500,1,White,1,0,1,5240,4971,25028,9,0,2022,34,Part-time,1
24,0,0,4,27500,1,Asian,1,0,1,4720,8680,24000,5,0,2022,34,Unemployed,0
26,1,0,5,200000,1,Asian,1,0,1,1920,2190,50000,9,0,2022,34,Private for-profit,1
23,0,0,4,200000,1,Asian,1,0,1,0,0,0,0,0,2022,34,Unemployed,0
29,1,0,4,55000,1,Asian,1,0,1,3500,8170,25000,9,0,2022,34,Private for-profit,1
23,1,0,4,55000,1,Asian,1,0,1,726,8180,2000,9,0,2022,34,Private for-profit,1
28,0,0,4,55000,1,Black,1,0,1,2905,7490,55000,9,0,2022,34,Private for-profit,1
23,0,1,4,125000,1,White,1,1,1,2710,8562,100000,5,1,2022,34,Private for-profit,1
24,1,0,4,87500,1,White,1,0,1,2634,4780,13000,9,0,2022,34,Private for-profit,1
22,1,0,4,200000,1,White,1,0,1,3255,7860,31000,9,0,2022,34,Government,1
27,1,0,5,87500,1,White,1,0,1,3550,8370,85000,7,0,2022,34,Private for-profit,1
29,0,0,5,125000,1,White,1,0,1,2100,7270,80000,5,0,2022,34,Private for-profit,1
28,1,0,5,125000,1,White,1,0,1,2310,7860,65000,9,0,2022,34,Government,1
27,0,0,4,125000,1,White,1,0,1,5330,6890,15000,2,0,2022,34,Private for-profit,1
27,1,0,4,125000,1,White,1,0,1,5740,4380,50000,2,0,2022,34,Private for-profit,1
28,0,0,4,87500,1,White,0,0,0,9600,7780,50000,9,0,2022,34,Private for-profit,1
29,0,0,4,87500,1,White,0,0,0,9600,7580,40000,9,0,2022,34,Private for-profit,1
23,0,0,4,200000,1,Asian,1,0,1,1021,7380,50000,5,0,2022,34,Private for-profit,1
30,1,1,5,200000,1,Asian,1,1,1,3050,5070,120000,9,1,2022,34,Private for-profit,1
26,0,0,4,200000,1,Asian,1,0,1,1007,7380,90000,7,0,2022,34,Private for-profit,1
26,0,1,4,125000,1,White,1,0,1,1530,7290,70000,7,0,2022,34,Private for-profit,1
25,1,1,4,125000,1,White,0,0,1,540,6991,30000,9,0,2022,34,Private for-profit,1
24,1,0,4,200000,1,White,1,0,1,3255,8191,80000,9,0,2022,34,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,3401,9470,50000,9,0,2022,34,Government,1
28,1,1,4,125000,1,White,1,0,1,3255,8191,70000,9,0,2022,34,Private for-profit,1
28,0,0,4,125000,1,White,1,0,0,4820,6890,50002,9,0,2022,34,Private for-profit,1
22,0,0,4,87500,1,White,1,0,1,5360,6991,3800,9,0,2022,34,Private for-profit,1
24,0,0,4,125000,1,White,1,0,1,1360,7290,60000,1,0,2022,34,Private for-profit,1
23,1,0,4,27500,1,White,1,0,1,3645,8180,13415,1,0,2022,34,Part-time,1
30,0,0,4,87500,1,White,1,0,1,4920,7071,80000,9,0,2022,34,Private for-profit,1
25,1,0,4,125000,1,Other,1,0,1,2360,2490,16200,5,0,2022,34,Part-time,1
24,0,0,4,87500,1,White,1,0,1,1720,7290,52000,2,0,2022,34,Private for-profit,1
23,1,0,4,87500,1,White,1,0,1,1610,3960,50000,9,0,2022,34,Private for-profit,1
27,1,0,5,200000,1,Asian,1,0,1,3322,8191,35000,9,0,2022,34,Private for-profit,1
23,0,0,4,200000,1,White,1,0,1,2545,7870,15000,7,0,2022,34,Part-time,1
25,1,0,5,200000,1,White,1,0,1,2205,7870,16200,5,0,2022,34,Part-time,1
26,1,0,4,200000,1,Black,1,0,1,3255,8270,52000,5,0,2022,34,Private for-profit,1
23,0,0,4,125000,1,White,1,0,1,4600,7860,1400,9,0,2022,34,Part-time,1
27,0,1,4,200000,1,Asian,1,0,1,5940,8180,10000,9,0,2022,34,Private for-profit,1
24,0,0,4,200000,1,Asian,1,0,1,7640,7290,4000,9,0,2022,34,Private for-profit,1
29,0,1,5,200000,1,Asian,1,0,1,1021,3580,118000,9,0,2022,34,Private for-profit,1
28,1,1,4,200000,1,Asian,1,0,1,3421,5070,59000,7,0,2022,34,Private for-profit,1
24,0,0,5,125000,1,White,1,0,1,800,6991,0,0,0,2022,34,Private for-profit,1
30,1,0,5,55000,1,White,1,0,0,2435,6770,62000,2,0,2022,34,Government,1
27,1,0,4,67500,1,Asian,1,0,1,4720,8680,36000,7,0,2022,34,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,800,7280,100000,9,0,2022,34,Private for-profit,1
