AGE,female,married,educ_cat,faminc_mid,metro_binary,race_cat,us_citizen,has_children,insured,OCC,IND,INCWAGE,FIRMSIZE,NCHILD,YEAR,STATEFIP,worker_cat,employed
28,1,0,4,200000,1,White,1,0,1,2310,7860,52000,9,0,2020,11,Government,1
27,1,0,4,125000,1,Other,1,0,1,2400,8570,28000,8,0,2020,11,Government,1
29,0,0,4,125000,1,White,1,0,1,1220,9190,94000,9,0,2020,11,Private for-profit,1
30,0,0,4,200000,1,White,1,0,1,1065,7460,82000,7,0,2020,11,Private for-profit,1
29,1,0,4,200000,1,Black,1,0,1,110,7380,74000,7,0,2020,11,Private for-profit,1
26,0,0,5,67500,1,White,1,0,1,2400,8570,47500,9,0,2020,11,Government,1
24,0,0,4,67500,1,White,1,0,1,5860,9160,2000,2,0,2020,11,Private for-profit,1
22,1,0,5,2500,1,Black,1,0,0,2350,7870,5500,9,0,2020,11,Part-time,1
27,0,0,4,6250,1,Black,1,0,0,1320,6070,5000,2,0,2020,11,Unemployed,0
30,1,0,4,67500,1,White,1,0,1,2180,9370,60000,9,0,2020,11,Government,1
30,0,0,5,200000,1,White,1,0,1,4820,9590,98000,9,0,2020,11,Government,1
27,0,0,4,55000,1,White,1,0,1,2825,7470,58000,2,0,2020,11,Private for-profit,1
26,1,1,5,125000,1,White,1,0,1,735,9480,50000,9,0,2020,11,Government,1
30,1,0,5,200000,1,White,1,0,1,800,7280,150000,7,0,2020,11,Private for-profit,1
23,0,0,4,11250,1,White,1,0,1,9645,7870,12000,9,0,2020,11,Unemployed,0
23,0,0,4,200000,1,White,1,0,1,2025,9170,20100,5,0,2020,11,Private for-profit,1
30,1,0,5,87500,1,White,1,0,1,440,570,95000,9,0,2020,11,Private for-profit,1
22,1,0,4,200000,1,White,0,0,1,4600,9290,62000,1,0,2020,11,Private for-profit,1
29,1,0,5,67500,1,White,1,0,1,735,9570,72000,9,0,2020,11,Government,1
30,1,0,5,67500,1,White,1,0,1,850,6890,72000,2,0,2020,11,Private for-profit,1
28,1,0,4,87500,1,White,0,0,1,52,5593,170000,1,0,2020,11,Self-employed,1
23,0,1,4,200000,1,White,1,0,1,1105,9170,119000,9,0,2020,11,Private for-profit,1
23,1,1,4,200000,1,White,0,0,1,1021,6870,100000,9,0,2020,11,Private for-profit,1
24,1,0,4,37500,1,White,1,0,1,4655,7870,98000,2,0,2020,11,Private for-profit,1
26,0,0,4,37500,1,White,1,0,1,4760,4795,29204,7,0,2020,11,Private for-profit,1
24,1,0,4,37500,1,White,1,0,1,1750,7460,47000,9,0,2020,11,Private for-profit,1
23,1,0,4,37500,1,White,1,0,1,2360,9160,48700,8,0,2020,11,Private for-profit,1
27,0,0,4,55000,1,White,1,0,1,440,9590,53000,5,0,2020,11,Government,1
26,0,0,4,55000,1,White,1,0,1,110,9190,127000,9,0,2020,11,Private for-profit,1
28,1,0,5,67500,1,White,0,0,1,1220,7290,200000,8,0,2020,11,Unemployed,0
26,0,0,5,87500,1,White,1,0,1,2105,9470,135000,9,0,2020,11,Government,1
24,0,0,4,200000,1,White,1,0,1,1970,9480,60000,9,0,2020,11,Government,1
27,1,0,4,200000,1,White,1,0,1,710,7390,58000,2,0,2020,11,Private for-profit,1
26,1,0,4,200000,1,White,1,0,1,60,7860,82000,5,0,2020,11,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,60,9370,80000,9,0,2020,11,Government,1
30,0,1,4,87500,1,White,1,0,1,440,8180,50000,7,0,2020,11,Private for-profit,1
27,1,1,5,87500,1,White,1,0,1,3090,8191,50000,9,0,2020,11,Government,1
24,0,0,4,200000,1,Black,1,0,1,420,7870,56002,9,0,2020,11,Private for-profit,1
28,0,0,4,67500,1,White,1,0,1,420,9170,43000,1,0,2020,11,Private for-profit,1
28,1,0,5,67500,1,Asian,1,0,1,1970,7460,77000,1,0,2020,11,Private for-profit,1
27,0,0,4,200000,1,Black,1,0,1,120,6870,80000,9,0,2020,11,Private for-profit,1
29,0,0,4,200000,1,Black,1,0,1,710,9570,95000,9,0,2020,11,Government,1
27,0,0,4,200000,1,Black,1,0,1,1530,7290,90000,9,0,2020,11,Private for-profit,1
30,1,0,4,2500,1,Black,1,0,1,410,7071,23000,2,0,2020,11,Private for-profit,1
26,1,0,5,2500,1,Black,1,0,1,2014,8370,46700,7,0,2020,11,Private for-profit,1
23,0,0,4,67500,1,Black,1,0,1,3930,7680,40000,2,0,2020,11,Private for-profit,1
27,1,0,4,87500,1,Black,1,0,1,5420,8564,109000,9,0,2020,11,Private for-profit,1
26,1,0,4,55000,1,White,1,0,1,5860,7390,63000,7,0,2020,11,Private for-profit,1
28,1,0,5,55000,1,Other,1,0,1,710,7390,85000,7,0,2020,11,Private for-profit,1
28,0,0,5,55000,1,White,1,0,1,10,9170,95000,1,0,2020,11,Private for-profit,1
26,0,0,5,55000,1,Black,1,0,1,440,7860,75000,5,0,2020,11,Private for-profit,1
28,1,1,4,200000,1,White,1,0,1,110,7380,106000,9,0,2020,11,Private for-profit,1
22,0,0,4,200000,1,Black,1,0,1,3930,7680,32000,7,0,2020,11,Private for-profit,1
27,1,0,4,200000,1,Black,1,1,1,5000,8660,65000,9,1,2020,11,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,710,7380,60000,7,0,2020,11,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,410,7071,85000,7,0,2020,11,Private for-profit,1
25,0,0,4,200000,1,Black,1,0,1,710,7390,50000,5,0,2020,11,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,5860,7380,60000,7,0,2020,11,Private for-profit,1
30,1,1,4,125000,1,Asian,1,1,1,2634,5381,30240,9,2,2020,11,Private for-profit,1
30,1,0,4,125000,1,Black,1,0,1,630,7580,101640,2,0,2020,11,Private for-profit,1
26,1,0,4,45000,1,Black,1,0,1,1021,9170,45000,2,0,2020,11,Private for-profit,1
26,1,0,4,45000,1,Black,1,0,1,5860,7870,20000,9,0,2020,11,Part-time,1
22,1,0,4,45000,1,Black,1,0,1,710,6970,15000,9,0,2020,11,Private for-profit,1
29,1,0,5,125000,1,Asian,1,0,1,60,9570,100000,9,0,2020,11,Government,1
27,0,1,4,125000,1,White,1,0,1,4840,9370,40000,7,0,2020,11,Government,1
27,0,0,5,37500,1,Asian,1,0,1,1108,7870,45000,9,0,2020,11,Part-time,1
26,1,0,5,37500,1,White,1,0,1,705,9570,62000,9,0,2020,11,Government,1
28,0,0,5,200000,1,White,1,0,1,2145,9470,71000,9,0,2020,11,Government,1
24,0,0,4,125000,1,White,1,0,1,5400,7870,39000,9,0,2020,11,Private for-profit,1
25,0,0,5,125000,1,Other,1,0,1,2320,7860,29858,9,0,2020,11,Private for-profit,1
29,0,0,5,200000,1,White,0,0,1,1360,7290,70000,9,0,2020,11,Private for-profit,1
29,1,0,4,200000,1,Asian,1,0,1,2640,7370,85000,7,0,2020,11,Private for-profit,1
22,1,0,4,125000,1,White,0,0,1,40,7460,54000,9,0,2020,11,Private for-profit,1
22,1,0,4,200000,1,White,1,0,0,3870,9470,995,9,0,2020,11,Government,1
22,1,0,4,87500,0,White,1,0,1,2025,8370,35000,9,0,2020,51,Government,1
24,1,0,4,200000,0,White,1,0,1,2310,7860,15000,7,0,2020,51,Government,1
22,1,0,4,32500,0,White,1,0,1,4720,4870,7200,2,0,2020,51,Part-time,1
24,0,0,4,87500,0,White,1,0,0,3602,8090,16200,9,0,2020,51,Government,1
25,1,0,5,37500,1,White,1,0,1,2310,7860,60000,9,0,2020,51,Government,1
30,1,1,4,200000,1,Asian,1,1,1,565,2190,90000,9,3,2020,51,Private for-profit,1
26,1,1,5,67500,1,White,1,1,1,2002,8370,28400,7,1,2020,51,Part-time,1
30,0,0,4,87500,1,Asian,1,0,1,4820,6970,25000,1,0,2020,51,Self-employed,1
22,0,0,4,67500,1,White,1,0,1,4040,8690,10000,2,0,2020,51,Part-time,1
24,0,1,4,55000,1,White,1,0,1,2040,9160,35000,2,0,2020,51,Private for-profit,1
28,1,1,4,55000,1,White,0,0,1,2040,9160,20000,2,0,2020,51,Private for-profit,1
27,1,0,5,125000,1,White,1,0,1,2006,8370,50000,8,0,2020,51,Government,1
24,0,0,4,55000,1,White,1,0,1,410,7071,2800,7,0,2020,51,Private for-profit,1
23,0,0,4,67500,1,White,1,0,1,1430,3580,62000,9,0,2020,51,Private for-profit,1
23,0,0,4,87500,1,Asian,1,0,1,1006,7380,45000,7,0,2020,51,Private for-profit,1
25,1,1,5,67500,1,White,1,1,1,3245,8090,50000,9,1,2020,51,Government,1
30,1,1,4,32500,1,White,1,1,1,205,170,0,1,3,2020,51,Part-time,1
29,0,1,4,32500,1,White,1,1,1,205,170,0,1,3,2020,51,Self-employed,1
27,0,0,4,87500,1,Black,1,0,1,1460,3570,5000,2,0,2020,51,Private for-profit,1
28,0,0,4,200000,1,Asian,1,0,1,9005,5090,72000,9,0,2020,51,Self-employed,1
23,0,0,4,45000,1,White,1,0,1,4251,7770,70000,9,0,2020,51,Private for-profit,1
29,1,1,5,45000,1,White,1,1,1,3230,7860,28000,7,1,2020,51,Part-time,1
28,1,1,4,125000,1,White,1,0,1,120,6870,45000,9,0,2020,51,Private for-profit,1
27,1,1,4,67500,1,Black,1,1,1,3255,8191,32000,9,1,2020,51,Private for-profit,1
26,0,1,4,87500,1,White,1,0,1,1021,7380,24000,7,0,2020,51,Private for-profit,1
25,1,1,4,87500,1,White,1,0,1,2310,7860,43000,7,0,2020,51,Government,1
27,0,0,4,87500,1,Asian,0,0,0,4110,8680,30000,2,0,2020,51,Private for-profit,1
26,1,0,4,200000,1,White,1,0,1,440,2290,90000,9,0,2020,51,Private for-profit,1
26,0,0,4,200000,1,White,1,0,1,440,1370,113000,9,0,2020,51,Private for-profit,1
26,1,0,4,87500,1,White,1,0,1,750,9170,48000,2,0,2020,51,Private for-profit,1
29,0,0,4,87500,1,White,1,0,1,1050,7870,105500,9,0,2020,51,Government,1
27,1,0,4,27500,1,Black,1,0,1,5940,8090,20000,9,0,2020,51,Part-time,1
27,1,0,5,37500,1,White,1,0,1,3422,8370,40000,2,0,2020,51,Private for-profit,1
28,0,1,4,125000,1,White,1,1,1,3602,8270,49000,7,1,2020,51,Private for-profit,1
28,1,1,5,125000,1,White,1,1,1,1822,8191,101400,9,1,2020,51,Government,1
22,1,0,4,45000,1,White,1,0,1,2545,7870,19000,9,0,2020,51,Government,1
26,0,0,4,45000,1,White,0,0,1,2205,7870,15000,1,0,2020,51,Government,1
27,0,0,4,125000,1,Black,1,0,1,7210,3680,98000,2,0,2020,51,Government,1
30,1,0,5,87500,1,White,1,0,1,1021,8191,75000,9,0,2020,51,Government,1
25,0,0,4,87500,1,Black,1,0,1,440,9370,30240,2,0,2020,51,Government,1
25,1,0,4,32500,1,Other,1,0,0,4110,8680,26000,2,0,2020,51,Unemployed,0
28,1,1,4,55000,1,White,1,0,1,3255,8191,52000,8,0,2020,51,Private for-profit,1
27,0,1,4,55000,1,White,1,0,0,4210,8590,22001,7,0,2020,51,Part-time,1
27,0,1,4,55000,1,Other,1,1,1,5240,5275,9500,9,1,2020,51,Part-time,1
25,1,1,4,55000,1,White,1,1,1,630,6670,50000,7,1,2020,51,Private for-profit,1
25,0,1,4,87500,1,White,1,0,1,700,6290,42000,9,0,2020,51,Private for-profit,1
24,1,1,4,87500,1,White,1,0,1,2310,7860,47000,9,0,2020,51,Government,1
28,1,1,4,45000,1,Other,1,1,1,5240,5391,4000,9,2,2020,51,Part-time,1
29,0,1,4,125000,1,White,1,0,1,4920,7071,108000,1,0,2020,51,Private for-profit,1
29,1,1,5,200000,1,White,1,0,1,3110,7970,98000,9,0,2020,51,Private for-profit,1
30,0,1,4,87500,1,Black,1,1,0,5100,7590,41800,7,2,2020,51,Private for-profit,1
30,1,0,4,87500,1,Black,1,0,1,2310,7860,54000,9,0,2020,51,Government,1
27,1,1,4,67500,1,Asian,0,0,1,4830,7670,15000,9,0,2020,51,Private for-profit,1
25,1,0,4,67500,1,White,1,0,1,2545,7870,15000,9,0,2020,51,Part-time,1
29,1,0,4,200000,1,White,1,1,1,5000,6290,52000,9,1,2020,51,Private for-profit,1
29,0,0,5,87500,1,Black,1,0,1,1010,7380,90000,9,0,2020,51,Private for-profit,1
28,0,0,4,125000,1,White,1,0,1,52,9170,175000,5,0,2020,51,Private for-profit,1
28,0,0,5,125000,1,White,1,0,1,710,7280,85500,9,0,2020,51,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,1021,7380,67827,2,0,2020,51,Private for-profit,1
24,1,0,4,200000,1,Asian,0,0,1,1006,7390,95000,9,0,2020,51,Private for-profit,1
24,1,0,4,125000,1,Asian,1,0,1,2825,9370,37500,9,0,2020,51,Government,1
24,0,0,4,125000,1,Asian,1,0,1,1006,8180,66000,5,0,2020,51,Private for-profit,1
24,0,0,4,125000,1,Asian,1,0,1,1006,8180,55000,9,0,2020,51,Private for-profit,1
26,1,0,4,125000,1,White,1,0,1,2825,9180,60000,9,0,2020,51,Private for-profit,1
27,0,0,4,125000,1,White,1,0,1,1021,7380,75000,9,0,2020,51,Private for-profit,1
24,1,0,5,200000,1,Asian,1,0,1,3640,7980,70000,1,0,2020,51,Private for-profit,1
26,0,0,5,87500,1,Asian,0,0,1,1021,6695,85000,9,0,2020,51,Private for-profit,1
27,0,0,5,87500,1,Asian,0,0,1,1050,6695,85000,9,0,2020,51,Private for-profit,1
26,0,0,5,87500,1,Asian,0,0,1,1050,6695,25000,9,0,2020,51,Private for-profit,1
30,0,0,4,125000,1,Other,1,0,1,4760,5391,11550,9,0,2020,51,Part-time,1
26,1,0,4,125000,1,White,1,0,1,2003,7860,36025,2,0,2020,51,Unemployed,0
22,1,0,4,125000,1,White,1,0,1,5940,9190,60000,7,0,2020,51,Private for-profit,1
28,1,0,5,125000,1,White,1,0,1,2145,9470,65000,9,0,2020,51,Government,1
23,0,0,4,125000,1,Asian,1,0,0,1021,7390,18000,9,0,2020,51,Private for-profit,1
28,0,1,5,67500,1,Asian,0,1,1,3110,7380,115000,2,2,2020,51,Unemployed,0
28,1,0,4,200000,1,White,1,0,1,3255,8191,71000,9,0,2020,51,Private for-profit,1
29,1,0,4,55000,1,White,1,0,1,5940,7970,58000,5,0,2020,51,Private for-profit,1
27,0,0,4,200000,1,White,1,0,1,4840,7780,35000,9,0,2020,51,Private for-profit,1
26,0,0,4,200000,1,Asian,1,0,1,800,7870,40000,9,0,2020,51,Private for-profit,1
26,1,0,4,200000,1,Asian,1,0,1,2810,6780,97300,9,0,2020,51,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,960,7870,65000,9,0,2020,51,Private for-profit,1
28,0,1,4,125000,1,Other,1,0,1,1105,9170,80000,9,0,2020,51,Private for-profit,1
28,1,1,4,125000,1,Black,1,0,1,710,9170,130000,9,0,2020,51,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,1021,3580,10000,2,0,2020,51,Private for-profit,1
30,0,1,4,55000,1,White,1,1,1,5250,9480,57000,9,2,2020,51,Government,1
30,0,1,4,87500,1,White,1,1,1,310,8680,79000,7,1,2020,51,Private for-profit,1
26,0,0,5,2500,1,Asian,0,0,1,1021,7580,80000,2,0,2020,51,Private for-profit,1
29,0,0,5,2500,1,Asian,0,0,1,1021,5391,60000,9,0,2020,51,Private for-profit,1
26,0,0,4,200000,1,Black,1,0,1,5860,8080,830000,9,0,2020,51,Private for-profit,1
28,0,0,4,67500,1,Black,1,1,1,5120,4070,20600,9,1,2020,51,Unemployed,0
28,1,0,4,67500,1,Black,0,1,1,3602,8270,30000,2,1,2020,51,Private for-profit,1
27,1,0,5,200000,1,Black,1,0,1,705,6991,100000,7,0,2020,51,Private for-profit,1
26,0,1,4,125000,1,White,1,0,1,3725,7680,145000,8,0,2020,51,Private for-profit,1
29,0,0,4,87500,1,Asian,1,0,1,3870,9590,35000,7,0,2020,51,Government,1
30,0,0,4,87500,1,White,0,0,1,1007,7290,29000,7,0,2020,51,Private for-profit,1
28,0,0,4,87500,1,White,0,0,1,1007,7290,29000,7,0,2020,51,Private for-profit,1
30,1,1,4,87500,1,White,1,1,1,4950,5690,200,1,4,2020,51,Part-time,1
28,1,0,5,32500,1,Asian,1,0,1,2320,7860,35000,7,0,2020,51,Part-time,1
25,0,0,4,200000,1,White,1,0,1,1021,7380,67000,7,0,2020,51,Private for-profit,1
26,0,0,4,200000,1,White,1,0,1,1006,7380,50000,7,0,2020,51,Private for-profit,1
26,0,0,4,200000,1,White,1,0,1,1021,7380,63000,9,0,2020,51,Private for-profit,1
30,0,0,4,200000,1,White,1,0,1,5920,6890,40000,9,0,2020,51,Private for-profit,1
30,0,0,4,200000,1,White,1,0,1,5920,6890,17000,9,0,2020,51,Private for-profit,1
28,1,1,4,200000,1,Asian,1,0,1,800,8270,65000,7,0,2020,51,Private for-profit,1
30,0,1,4,200000,1,Asian,1,0,1,1050,6880,120000,9,0,2020,51,Private for-profit,1
26,0,0,4,87500,1,Asian,1,0,0,1021,7380,84000,5,0,2020,51,Private for-profit,1
26,0,0,4,125000,1,White,1,0,1,565,7470,44000,7,0,2020,51,Private for-profit,1
24,1,0,4,125000,1,White,1,0,1,800,7190,0,0,0,2020,51,Private for-profit,1
24,1,0,4,125000,1,White,1,0,1,2320,7860,0,0,0,2020,51,Part-time,1
23,0,0,5,125000,1,White,1,0,1,1021,7380,85000,9,0,2020,51,Private for-profit,1
26,1,0,4,67500,1,White,1,0,1,4700,5275,36480,9,0,2020,51,Private for-profit,1
28,1,0,5,200000,1,White,1,0,1,5740,7071,45000,1,0,2020,51,Private for-profit,1
30,1,0,4,125000,1,White,1,1,1,2545,7860,19000,9,1,2020,51,Government,1
27,1,0,5,125000,1,White,1,0,1,440,9370,35000,9,0,2020,51,Government,1
30,1,0,5,125000,1,Black,1,0,1,3090,8191,60000,9,0,2020,51,Private for-profit,1
24,1,0,5,67500,1,Other,1,0,1,2330,7860,67000,7,0,2020,51,Private for-profit,1
29,0,0,4,67500,1,White,1,0,1,3820,9590,63000,9,0,2020,51,Government,1
30,0,0,5,125000,1,Black,1,0,1,800,580,115000,9,0,2020,51,Private for-profit,1
30,1,0,5,125000,1,White,1,0,1,110,7380,118000,9,0,2020,51,Private for-profit,1
22,0,0,4,200000,1,White,1,0,1,1021,7380,80000,7,0,2020,51,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,3930,7290,60000,8,0,2020,51,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,3255,9470,52792,9,0,2020,51,Government,1
24,0,0,4,55000,1,White,1,0,1,1460,2870,58156,7,0,2020,51,Private for-profit,1
30,0,0,4,13750,1,Black,1,0,1,3050,5070,55000,2,0,2020,51,Part-time,1
23,1,0,4,45000,1,White,1,0,1,1760,7870,25000,9,0,2020,51,Government,1
28,0,0,4,67500,0,White,1,0,1,800,3770,60000,8,0,2020,54,Private for-profit,1
29,1,1,5,45000,0,White,1,1,1,440,9090,0,1,2,2020,54,Part-time,1
26,0,0,4,37500,0,White,1,0,1,2634,7490,33000,2,0,2020,54,Private for-profit,1
30,0,0,5,200000,0,White,1,0,1,3050,5070,130000,2,0,2020,54,Private for-profit,1
23,0,0,4,17500,0,White,1,1,1,4000,8660,22880,7,1,2020,54,Private for-profit,1
23,1,0,4,17500,0,Other,0,1,1,4020,8660,20800,7,1,2020,54,Private for-profit,1
22,1,0,4,67500,0,White,1,0,1,4110,8680,10500,9,0,2020,54,Unemployed,0
25,0,0,4,55000,0,White,1,0,1,4750,4670,100000,8,0,2020,54,Private for-profit,1
23,1,0,4,67500,0,White,1,0,1,3255,8191,60000,8,0,2020,54,Private for-profit,1
24,1,0,4,27500,0,White,1,0,1,4110,8680,10500,9,0,2020,54,Private for-profit,1
23,1,1,4,67500,0,White,1,0,1,3300,8191,9000,7,0,2020,54,Government,1
30,0,1,4,200000,0,White,1,1,1,8600,570,140000,9,1,2020,54,Private for-profit,1
25,0,0,4,45000,0,White,1,0,1,7430,8191,60000,9,0,2020,54,Private for-profit,1
30,1,0,4,37500,0,White,1,1,1,4230,8660,15000,9,1,2020,54,Private for-profit,1
26,0,1,4,37500,0,White,1,0,1,2320,7860,51000,9,0,2020,54,Government,1
29,1,1,4,37500,0,White,1,0,1,5120,9480,35000,7,0,2020,54,Government,1
27,0,1,4,45000,0,White,1,0,1,3655,8191,47000,7,0,2020,54,Private for-profit,1
28,1,1,4,45000,0,White,1,0,1,2360,7380,12000,7,0,2020,54,Government,1
30,0,0,4,67500,0,Asian,1,0,1,4700,4972,45000,1,0,2020,54,Self-employed,1
30,1,1,4,87500,0,White,1,1,1,3255,8191,30000,8,1,2020,54,Part-time,1
28,1,0,5,125000,1,White,1,0,1,2100,9470,67125,2,0,2020,54,Government,1
27,0,0,4,125000,1,White,1,0,1,3870,9470,57000,9,0,2020,54,Government,1
27,0,1,4,67500,1,White,1,0,1,2320,7860,40000,7,0,2020,54,Government,1
27,0,0,4,55000,1,White,1,0,0,4000,8680,30000,9,0,2020,54,Part-time,1
30,1,1,4,37500,1,White,1,1,1,2310,7860,40000,2,1,2020,54,Private for-profit,1
26,0,0,4,67500,1,White,1,0,1,2360,8390,28000,5,0,2020,54,Government,1
23,1,0,4,45000,1,White,1,0,1,4700,5480,25000,9,0,2020,54,Private for-profit,1
30,1,1,4,125000,1,White,1,1,1,2300,8470,43000,7,1,2020,54,Private for-profit,1
26,0,0,4,67500,1,White,1,0,1,1970,9190,44000,9,0,2020,54,Private for-profit,1
26,0,1,4,87500,1,White,1,0,1,4840,770,100000,9,0,2020,54,Private for-profit,1
24,1,1,4,87500,1,White,1,0,1,3255,8180,30000,9,0,2020,54,Private for-profit,1
30,1,0,5,27500,1,White,1,0,1,3090,7870,22000,9,0,2020,54,Private for-profit,1
27,1,0,5,125000,1,White,1,0,1,2320,7860,50000,9,0,2020,54,Government,1
28,1,0,4,87500,1,White,1,0,1,5310,7870,35000,9,0,2020,54,Private for-profit,1
29,1,1,5,200000,1,White,1,1,1,2310,9470,62000,9,2,2020,54,Government,1
30,1,0,4,67500,1,White,1,0,1,3421,5070,93000,9,0,2020,54,Part-time,1
28,0,0,4,8750,1,Black,1,0,1,2751,9160,44000,2,0,2020,54,Part-time,1
22,0,0,4,87500,1,White,1,0,1,1460,2780,34000,9,0,2020,54,Private for-profit,1
30,0,1,4,67500,1,White,1,1,1,710,7460,80000,9,3,2020,54,Government,1
26,1,0,4,45000,1,White,1,1,1,5000,6390,25000,9,1,2020,54,Private for-profit,1
30,0,0,5,37500,1,Black,1,0,1,136,8470,27500,9,0,2020,54,Private for-profit,1
25,0,0,4,37500,1,White,1,0,1,4760,7080,32000,9,0,2020,54,Private for-profit,1
30,1,0,4,67500,1,White,1,0,1,3424,7480,35000,9,0,2020,54,Private for-profit,1
30,1,1,4,200000,1,White,1,1,1,2310,7860,45000,9,3,2020,54,Government,1
28,0,1,4,87500,1,White,1,0,1,5850,7290,240000,9,0,2020,54,Private for-profit,1
26,1,1,4,87500,1,White,1,0,1,3255,8191,40000,9,0,2020,54,Part-time,1
25,1,0,4,27500,1,White,1,0,1,2545,7870,19000,9,0,2020,54,Private for-profit,1
28,0,0,4,11250,1,White,1,0,0,4030,8680,10000,9,0,2020,54,Part-time,1
27,1,0,5,87500,1,White,1,0,1,2310,7860,42000,2,0,2020,54,Private for-profit,1
25,1,0,4,22500,1,White,1,0,1,4230,7690,15000,1,0,2020,54,Private for-profit,1
25,1,1,4,200000,1,White,1,1,1,3310,7980,35800,1,1,2020,54,Private for-profit,1
29,0,1,5,200000,1,White,1,1,1,3010,7980,22500,9,1,2020,54,Private for-profit,1
23,0,0,4,45000,1,White,0,0,0,6260,770,44000,1,0,2020,54,Private for-profit,1
24,1,1,4,87500,1,White,1,0,1,2310,7860,80000,9,0,2020,54,Part-time,1
24,0,0,4,45000,0,White,1,0,1,3401,8180,20000,2,0,2020,37,Private for-profit,1
26,1,0,4,45000,0,Other,1,0,1,4110,8680,20000,2,0,2020,37,Private for-profit,1
27,0,0,5,87500,1,White,1,0,1,2105,9470,160000,9,0,2020,37,Government,1
22,1,0,4,87500,1,White,1,0,1,205,170,45000,7,0,2020,37,Private for-profit,1
27,0,0,5,55000,1,White,1,0,1,3090,8090,60000,9,0,2020,37,Private for-profit,1
25,1,0,4,37500,1,White,1,0,1,4760,5391,5000,9,0,2020,37,Part-time,1
25,0,0,4,67500,1,White,1,0,1,800,7280,41000,1,0,2020,37,Private for-profit,1
28,1,1,5,200000,1,White,1,1,1,3258,7970,104000,9,1,2020,37,Private for-profit,1
24,0,0,4,55000,1,White,1,0,1,1340,7290,59000,1,0,2020,37,Private for-profit,1
22,0,0,4,45000,1,White,1,0,1,5110,6290,6000,9,0,2020,37,Private for-profit,1
24,1,0,4,45000,1,White,1,0,1,5240,4670,20000,9,0,2020,37,Private for-profit,1
26,0,1,4,22500,1,White,1,1,1,7140,6070,21000,8,1,2020,37,Private for-profit,1
30,1,1,4,125000,1,White,1,1,1,1006,6890,90000,9,2,2020,37,Private for-profit,1
28,0,0,4,37500,1,White,1,0,1,9130,570,75000,9,0,2020,37,Unemployed,0
24,1,0,4,200000,1,Black,1,0,1,2360,7890,0,0,0,2020,37,Unemployed,0
29,0,1,5,55000,1,Asian,0,0,1,1006,7580,75000,9,0,2020,37,Private for-profit,1
26,0,1,4,125000,1,White,1,0,1,440,2880,80000,7,0,2020,37,Unemployed,0
26,1,1,4,125000,1,White,1,0,1,2310,7860,30000,9,0,2020,37,Government,1
27,0,1,5,67500,1,Asian,0,0,1,1021,7380,36000,8,0,2020,37,Private for-profit,1
27,1,1,5,67500,1,Asian,0,0,1,1021,7380,35000,7,0,2020,37,Private for-profit,1
23,1,1,4,87500,1,White,1,0,1,4700,5275,200,1,0,2020,37,Self-employed,1
24,0,1,5,87500,1,White,1,0,1,1240,6991,70000,9,0,2020,37,Private for-profit,1
28,1,1,4,87500,1,Asian,1,0,1,5600,9490,45000,8,0,2020,37,Government,1
23,0,0,4,200000,1,White,1,0,1,440,6570,0,1,0,2020,37,Self-employed,1
29,1,1,5,125000,1,Black,1,0,1,2310,7860,51000,9,0,2020,37,Private for-profit,1
22,1,0,4,200000,1,White,1,0,1,3401,8180,0,0,0,2020,37,Private for-profit,1
30,0,1,4,125000,1,Black,1,1,1,800,4870,105000,9,1,2020,37,Private for-profit,1
29,1,1,4,125000,1,Black,1,1,1,5600,9490,10500,9,1,2020,37,Government,1
28,1,0,5,87500,1,Black,1,0,1,800,6870,72000,9,0,2020,37,Private for-profit,1
26,1,0,4,67500,1,White,1,0,1,2001,8090,37000,7,0,2020,37,Private for-profit,1
26,0,0,4,67500,1,White,1,0,1,1006,7380,37000,8,0,2020,37,Private for-profit,1
29,0,1,4,6250,1,White,1,0,1,1006,7380,82000,2,0,2020,37,Private for-profit,1
29,1,1,5,125000,1,Other,1,0,1,3160,8090,144000,1,0,2020,37,Private for-profit,1
26,1,0,4,125000,1,Black,1,0,1,4700,5180,63400,9,0,2020,37,Private for-profit,1
29,0,1,4,67500,1,White,1,1,1,1006,7071,70000,9,3,2020,37,Private for-profit,1
28,1,1,4,200000,1,White,1,1,1,3255,8170,30000,9,2,2020,37,Private for-profit,1
29,1,0,4,67500,1,White,1,0,0,3255,8170,50000,1,0,2020,37,Private for-profit,1
24,0,0,4,6250,1,White,1,0,1,1021,6991,9500,9,0,2020,37,Private for-profit,1
24,1,0,4,67500,1,Black,1,0,1,2634,7370,0,1,0,2020,37,Self-employed,1
23,1,0,4,67500,1,Black,1,0,0,2634,7370,0,1,0,2020,37,Self-employed,1
22,0,0,4,17500,1,White,1,0,1,4720,8562,26000,9,0,2020,37,Private for-profit,1
27,0,0,4,17500,1,White,1,0,1,2555,7860,16000,9,0,2020,37,Government,1
